"Дата","Регион","Заражений","Выздоровлений","Смертей","Смертей за день","Заражений за день","Выздоровлений за день"
23.04.2020,Тульская обл.,461,53,3,1,25,4
20.09.2021,Брянская обл.,63685,59303,1339,12,167,158
01.03.2021,Амурская обл.,21053,19467,178,0,39,46
14.10.2020,Нижегородская обл.,35627,29917,631,7,277,203
16.12.2020,Калужская обл.,18501,17248,134,3,168,165
14.09.2021,Кемеровская обл.,54077,51588,1209,5,170,174
20.08.2021,Оренбургская обл.,63334,52023,1433,10,350,271
22.10.2020,Красноярский край,23944,17209,615,3,248,185
18.10.2020,Калининградская обл.,5652,3944,91,0,78,4
27.09.2021,Дагестан,51524,47555,2470,2,117,126
28.07.2021,Чукотский АО,1112,833,9,0,17,6
15.08.2021,Бурятия,54693,48201,1754,3,129,44
12.03.2020,Орловская обл.,0,0,0,0,0,0
12.07.2020,Свердловская обл.,15909,9896,157,1,286,68
03.11.2021,Адыгея,21797,18752,574,5,78,39
27.11.2020,Ростовская обл.,39023,31638,1273,21,317,279
22.11.2021,Мурманская обл.,84727,65296,2496,8,235,250
29.06.2020,Иркутская обл.,7043,2534,56,1,236,69
15.03.2021,Белгородская обл.,32862,30392,519,1,91,59
16.09.2021,Калининградская обл.,51730,47514,687,0,196,164
07.09.2021,Псковская обл.,47512,41421,701,2,91,130
10.02.2021,Московская обл.,201756,162946,4113,35,650,907
26.01.2021,Кировская обл.,31483,25819,261,1,203,281
25.07.2021,Севастополь,19785,17309,822,3,161,53
03.07.2020,Курская обл.,5243,3309,37,0,50,114
07.07.2021,Новгородская обл.,32841,31809,187,0,118,77
08.08.2021,Магаданская обл.,9718,8862,175,2,30,17
26.12.2020,Архангельская обл.,41489,32219,430,11,371,384
18.03.2020,Смоленская обл.,0,0,0,0,0,0
31.05.2021,Астраханская обл.,34269,32668,780,2,49,4
29.03.2021,Пензенская обл.,41818,38540,522,3,106,133
11.10.2021,Тыва,27278,23582,282,0,57,115
25.09.2020,Ненецкий АО,329,124,0,0,0,2
07.08.2020,Омская обл.,7531,5282,82,3,107,141
07.05.2020,Марий Эл,814,508,4,0,31,50
16.06.2020,Москва,208680,126114,3386,52,1416,2874
23.07.2021,Карачаево-Черкессия,21926,20581,255,7,56,22
20.06.2021,Татарстан,22090,19640,523,0,29,7
23.12.2020,Самарская обл.,28946,26684,540,0,307,292
10.05.2020,Приморский край,856,193,10,0,48,12
12.09.2020,Забайкальский край,5066,4456,62,0,51,14
01.09.2020,Томская обл.,5748,4711,69,0,42,15
15.09.2021,Кемеровская обл.,54246,51766,1215,6,169,178
19.04.2020,Дагестан,292,28,9,0,35,0
19.08.2021,Оренбургская обл.,62984,51752,1423,8,351,289
21.10.2020,Красноярский край,23696,17024,612,4,237,181
11.06.2020,Алтайский край,2593,1407,19,3,69,93
16.06.2021,Тульская обл.,41057,38429,2127,7,70,57
13.10.2020,Нижегородская обл.,35350,29714,624,6,274,186
11.09.2020,Калининградская обл.,3685,2971,58,0,30,1
04.04.2020,Бурятия,35,0,0,0,4,0
06.10.2020,Хакасия,4660,3976,48,0,49,49
22.05.2020,Адыгея,591,290,8,0,30,16
13.07.2020,Санкт-Петербург,27861,21385,1626,23,291,152
11.07.2020,Свердловская обл.,15623,9828,156,2,280,306
19.04.2021,Орловская обл.,33541,31206,536,1,53,89
23.12.2020,Мордовия,12790,10495,83,0,86,84
09.05.2020,Кабардино-Балкария,1168,192,3,0,79,23
07.06.2020,Хабаровский край,2537,1301,17,1,69,5
24.05.2021,Алтайский край,51221,46139,2241,9,62,40
17.04.2020,Тульская обл.,199,24,0,0,25,5
22.09.2021,Брянская обл.,64023,59551,1360,10,170,132
23.02.2021,Амурская обл.,20784,19187,166,1,47,42
18.07.2020,Карачаево-Черкессия,4185,2671,20,0,23,59
23.09.2021,Краснодарский край,72367,51877,5993,32,221,234
14.12.2020,Калужская обл.,18169,16927,131,2,168,127
26.07.2021,Чукотский АО,1091,820,9,0,0,8
23.05.2021,Курганская обл.,21119,19915,411,0,34,57
23.04.2021,Тыва,15799,15330,201,1,2,5
04.04.2021,Ульяновская обл.,51212,47933,998,5,94,110
21.04.2021,Ленинградская обл.,41808,39131,1101,11,88,90
09.10.2021,Пермский край,106221,92743,5115,31,544,327
23.03.2021,Смоленская обл.,27740,26450,729,5,60,68
28.03.2020,Пензенская обл.,2,0,0,0,0,0
05.12.2020,Еврейская АО,3102,2118,51,0,29,22
15.08.2020,Воронежская обл.,12560,10976,97,0,95,161
02.10.2020,Ингушетия,5779,4791,83,0,52,18
22.04.2021,Новосибирская обл.,40501,37507,1723,4,85,47
24.10.2020,Мурманская обл.,18502,14989,272,4,186,92
06.10.2020,Владимирская обл.,7600,6003,230,3,60,21
30.05.2020,Астраханская обл.,1693,899,15,0,39,44
19.01.2021,Алтай,14849,13750,116,0,29,51
24.12.2020,Удмуртия,18119,14564,365,2,210,201
25.04.2020,Новгородская обл.,186,14,1,0,15,6
11.04.2020,Белгородская обл.,26,2,0,0,0,1
09.04.2021,Тверская обл.,38249,36247,766,5,92,99
03.08.2020,Крым,1269,932,15,0,28,9
13.01.2021,Ярославская обл.,24754,23274,244,2,189,193
10.12.2020,ХМАО – Югра,36557,32191,454,3,224,279
22.07.2021,Вологодская обл.,52698,47094,1315,6,233,174
20.06.2021,Приморский край,45619,42051,748,3,95,63
02.02.2021,Марий Эл,10750,9399,156,0,44,51
10.10.2021,Чувашия,34910,31528,2441,14,99,80
15.07.2020,Камчатский край,2840,1957,29,0,42,101
20.01.2021,Коми,34738,33253,652,1,189,185
09.01.2021,Москва,853352,688061,11873,74,4900,7302
01.04.2021,Чечня,11671,11346,116,0,14,18
27.08.2020,Саратовская обл.,11974,7768,69,0,97,108
25.07.2020,Карелия,2109,1261,4,0,42,25
09.07.2020,Северная Осетия,4193,3618,67,0,18,7
16.02.2021,Дагестан,29169,26711,1301,4,70,78
11.08.2020,Башкортостан,7127,5424,25,0,34,18
20.11.2020,Саха (Якутия),17852,11158,232,6,220,219
30.10.2020,Бурятия,11105,9029,124,8,215,184
16.07.2021,Липецкая обл.,36082,31820,1005,11,222,400
15.11.2021,Нижегородская обл.,203065,177746,8304,40,779,476
18.08.2020,Коми,6148,4992,76,0,31,74
18.01.2021,Адыгея,12343,10329,106,0,65,55
23.11.2021,Красноярский край,147671,131324,7253,31,705,698
02.11.2021,Чечня,25532,23715,728,6,118,95
09.07.2020,Тюменская обл.,3785,2319,18,0,72,68
01.02.2021,Ивановская обл.,26938,23188,756,3,169,56
04.09.2020,Рязанская обл.,7278,6333,46,1,32,21
17.12.2020,Тамбовская обл.,15506,13703,150,3,144,214
20.11.2020,Челябинская обл.,22846,21352,203,10,219,220
19.08.2020,Алтай,1884,1615,7,0,14,13
22.05.2020,Курганская обл.,169,60,0,0,19,2
29.07.2020,Костромская обл.,2166,1484,26,0,12,18
03.01.2021,Крым,26027,20449,531,7,220,115
22.02.2021,Сахалинская обл.,21253,19975,33,0,53,44
31.10.2021,Ямало-Ненецкий АО,54176,50785,756,3,140,61
10.07.2020,Волгоградская обл.,7240,3837,47,2,94,106
12.10.2020,Калмыкия,7363,4553,79,0,84,57
07.06.2021,Кабардино-Балкария,24422,23704,473,2,13,11
07.05.2021,Хабаровский край,51837,49779,386,1,23,28
14.02.2021,Ставропольский край,45544,41065,1005,6,195,103
24.07.2021,Чукотский АО,1085,802,9,1,16,10
22.03.2020,Свердловская обл.,9,0,0,0,0,0
14.08.2021,Крым,65187,54232,1950,15,389,271
12.12.2020,Калужская обл.,17839,16750,128,4,165,159
24.03.2020,Санкт-Петербург,21,2,0,0,5,0
18.03.2021,Мордовия,18571,16564,186,2,39,40
04.06.2021,Алтай,17147,16691,247,0,23,12
22.05.2021,Алтайский край,51096,46049,2225,5,61,48
19.04.2020,Тульская обл.,287,39,0,0,58,14
24.09.2021,Брянская обл.,64367,59914,1386,13,175,211
16.10.2021,Ивановская обл.,52069,46804,1710,5,210,106
21.04.2020,Нижегородская обл.,860,28,5,0,101,2
25.02.2021,Амурская обл.,20877,19280,170,2,44,48
29.04.2020,Красноярский край,609,64,7,0,35,0
06.08.2021,Челябинская обл.,75588,67599,2254,15,352,269
27.08.2021,Тамбовская обл.,40185,38175,775,3,93,154
21.04.2021,Орловская обл.,33651,31376,543,3,54,84
12.11.2021,Сахалинская обл.,36055,34860,396,4,95,97
16.11.2020,Чечня,3195,2213,52,1,57,11
18.02.2021,Ямало-Ненецкий АО,36670,34293,394,1,50,101
05.06.2021,Коми,44319,42891,968,0,36,41
18.04.2021,Костромская обл.,20310,17542,420,0,32,8
16.09.2021,Хакасия,37151,33957,1034,9,110,91
13.06.2020,Алтайский край,2726,1607,19,0,67,38
14.06.2021,Тульская обл.,40920,38317,2115,6,66,56
29.09.2020,Кабардино-Балкария,7612,6482,91,0,45,15
27.08.2020,Хабаровский край,9860,7694,86,1,65,85
20.03.2021,Волгоградская обл.,52287,50028,896,5,131,128
30.06.2021,Мурманская обл.,54019,49243,1316,7,175,52
03.05.2021,Воронежская обл.,81024,76407,2672,10,150,155
10.08.2020,Новосибирская обл.,10269,8487,285,5,87,28
02.01.2021,Татарстан,13460,10758,189,3,85,20
16.06.2021,Владимирская обл.,34317,31946,1236,3,52,48
07.07.2020,Смоленская обл.,4865,2667,71,1,42,48
30.08.2020,Томская обл.,5596,4681,67,1,60,73
21.12.2020,Самарская обл.,28335,26102,540,0,305,288
22.04.2020,Калининградская обл.,163,42,1,0,19,1
22.10.2020,Чечня,2551,2066,44,1,6,6
29.08.2021,Коми,62891,53704,1461,4,245,607
03.10.2021,Ярославская обл.,62146,54313,1222,6,207,187
23.09.2020,Ненецкий АО,327,118,0,0,2,4
09.08.2020,Омская обл.,7748,5392,88,3,112,18
08.06.2021,Ставропольский край,55302,52417,1552,6,54,99
03.11.2020,Вологодская обл.,7329,5481,73,0,105,132
27.07.2021,Севастополь,20132,17601,830,4,175,217
19.05.2021,Крым,42370,39131,1299,5,92,205
01.07.2020,Курская обл.,5138,3122,36,2,58,147
28.01.2021,Кировская обл.,31867,26379,263,1,185,281
02.10.2020,Приморский край,11898,10272,119,0,75,33
22.05.2020,Забайкальский край,684,341,10,3,38,40
31.03.2021,Камчатский край,14120,13212,201,6,15,29
09.09.2021,Псковская обл.,47697,41554,706,3,90,71
07.05.2021,Саратовская обл.,59912,54526,961,6,124,215
27.06.2020,Иркутская обл.,6575,2330,55,5,237,76
30.08.2021,Алтай,20652,19231,309,2,34,19
21.03.2021,Северная Осетия,16176,15048,157,0,18,40
14.09.2020,Тыва,7156,6483,67,0,26,10
25.06.2021,Нижегородская обл.,123156,115568,4091,25,311,165
09.12.2020,Оренбургская обл.,24805,21511,246,5,179,171
03.07.2021,Красноярский край,78467,70613,3981,11,289,111
30.12.2020,Кемеровская обл.,25607,22641,466,3,139,185
04.10.2021,Калмыкия,30699,29003,610,2,61,131
02.04.2021,Санкт-Петербург,396049,349618,12330,29,708,1037
19.03.2021,Свердловская обл.,80800,73992,2599,15,152,164
06.09.2020,Рязанская обл.,7341,6351,46,0,33,0
19.03.2020,Волгоградская обл.,0,0,0,0,0,0
11.07.2020,Тюменская обл.,3952,2432,19,1,82,58
07.01.2021,Краснодарский край,29035,19547,1037,16,185,160
30.05.2021,Дагестан,33563,31143,1489,0,46,38
12.09.2020,Курганская обл.,3282,2850,22,1,29,15
18.07.2021,Липецкая обл.,36543,32050,1025,13,233,64
13.08.2020,Башкортостан,7197,5786,25,0,35,256
27.07.2020,Ульяновская обл.,8671,5933,66,1,102,8
18.11.2020,Саха (Якутия),17413,10723,221,4,221,213
11.08.2020,Ленинградская обл.,6234,4650,62,1,29,28
17.04.2021,Бурятия,36753,35332,817,2,37,60
06.07.2021,Адыгея,15196,14511,255,2,33,10
15.08.2021,Ростовская обл.,116649,102172,5550,27,488,356
07.06.2020,Татарстан,3558,3477,10,0,54,27
23.07.2021,Карелия,54459,50950,698,4,187,200
29.06.2020,Белгородская обл.,4464,3294,42,0,65,15
17.10.2020,Новгородская обл.,6264,4149,87,0,65,43
03.09.2021,Архангельская обл.,82325,74620,1140,1,257,191
18.11.2020,Магаданская обл.,5164,4157,49,1,44,75
23.10.2021,Московская обл.,496126,425214,8447,30,2783,2333
14.10.2020,Чувашия,9027,7539,109,3,38,28
20.05.2021,Марий Эл,13352,12915,234,0,15,33
14.05.2020,Владимирская обл.,1504,149,15,0,45,46
30.04.2020,Мурманская обл.,1227,98,4,0,101,0
20.09.2020,Астраханская обл.,6604,6162,94,0,54,18
13.06.2021,Москва,1234717,1093738,20907,69,7704,3038
17.07.2020,Пензенская обл.,5919,5244,70,1,36,15
08.12.2020,ХМАО – Югра,36111,31549,447,2,225,311
24.12.2020,Тыва,14395,13134,157,0,67,51
20.03.2020,Северная Осетия,0,0,0,0,0,0
07.06.2020,Саратовская обл.,3763,1547,36,0,112,85
07.04.2021,Тверская обл.,38064,36050,757,5,92,100
23.05.2021,Забайкальский край,42941,41516,659,1,30,27
26.03.2020,Камчатский край,0,0,0,0,0,0
12.09.2021,Ингушетия,20400,18862,293,2,58,66
07.12.2020,Еврейская АО,3162,2143,51,0,29,15
11.10.2021,Пермский край,107323,93455,5173,28,549,331
25.03.2021,Удмуртия,30184,26821,745,2,80,78
26.05.2021,Амурская обл.,22669,22096,291,1,13,15
01.03.2021,Алтайский край,43666,38979,1511,9,133,94
23.09.2020,Брянская обл.,9117,7387,37,0,39,34
09.11.2020,Санкт-Петербург,71426,43501,4181,19,1403,712
21.06.2020,Ставропольский край,4349,2382,83,1,101,31
18.12.2020,Алтай,12844,12307,68,3,115,87
01.04.2021,Калужская обл.,32405,30221,283,2,60,65
02.05.2021,Оренбургская обл.,42472,38526,862,3,67,67
23.05.2021,Кемеровская обл.,36525,35272,707,1,58,53
09.02.2021,Красноярский край,58976,54245,2537,21,251,245
01.02.2021,Нижегородская обл.,84904,77102,2130,12,468,485
20.08.2020,Чукотский АО,165,158,2,1,0,2
04.09.2020,Крым,2582,1801,32,1,40,57
15.11.2021,Ивановская обл.,58771,49983,1978,13,233,102
26.10.2020,Свердловская обл.,34782,26763,743,4,281,185
13.06.2021,Калмыкия,21049,20377,390,1,21,19
31.05.2021,Краснодарский край,48426,43419,3026,11,95,74
03.01.2021,Тульская обл.,23457,20598,775,8,200,182
17.06.2020,Амурская обл.,1138,449,7,1,38,40
18.10.2021,Дагестан,54050,50034,2660,13,135,107
04.05.2020,Ямало-Ненецкий АО,712,129,3,0,104,0
11.09.2021,Адыгея,18676,16547,368,1,51,48
05.04.2020,Калужская обл.,6,1,0,0,0,0
19.12.2020,Коми,26942,23556,502,9,284,345
25.07.2021,Бурятия,51084,46374,1643,13,227,72
06.07.2021,Чечня,13150,12430,171,3,69,15
14.08.2021,Ленинградская обл.,59380,48414,2315,15,231,104
31.08.2021,Ульяновская обл.,74319,67069,2305,9,280,180
15.09.2021,Курганская обл.,31585,28014,656,6,114,191
22.11.2020,Орловская обл.,14914,11902,181,0,140,27
03.08.2021,Белгородская обл.,45010,41762,905,5,140,167
24.09.2021,Ненецкий АО,2219,2080,44,2,13,10
06.08.2021,Омская обл.,63554,55488,1694,6,385,151
04.10.2021,Москва,1650649,1498183,29242,66,4410,1956
