"Дата","Регион","Заражений","Выздоровлений","Смертей","Смертей за день","Заражений за день","Выздоровлений за день"
04.07.2020,Сахалинская обл.,918,357,0,0,33,9
28.01.2021,Хакасия,20221,18611,378,4,45,78
28.01.2021,Костромская обл.,16885,13619,284,0,57,93
30.07.2021,Кабардино-Балкария,26917,24800,595,5,87,74
30.08.2021,Хабаровский край,74880,68696,690,3,315,306
31.01.2021,Волгоградская обл.,43352,41371,608,5,241,233
06.10.2020,Челябинская обл.,16182,12000,138,0,89,73
24.08.2020,Тамбовская обл.,6587,5589,44,0,22,15
14.03.2020,ХМАО – Югра,0,0,0,0,0,0
22.04.2021,Еврейская АО,4466,4277,125,0,1,1
29.08.2020,Пермский край,7753,5439,211,2,56,44
09.07.2020,Ивановская обл.,5304,3331,53,2,72,76
28.06.2020,Мордовия,3324,2119,26,0,40,13
29.05.2020,Оренбургская обл.,1826,1196,6,0,54,57
03.06.2020,Калмыкия,1108,556,16,1,23,38
24.12.2020,Тверская обл.,20607,15490,438,3,237,445
23.04.2021,ХМАО – Югра,55624,54301,790,0,69,71
13.09.2020,Брянская обл.,8645,7066,35,0,39,20
09.06.2021,Амурская обл.,22902,22272,294,0,22,20
06.01.2021,Алтайский край,34162,31552,934,8,205,220
28.11.2020,Забайкальский край,18699,16999,307,5,265,321
03.07.2020,Удмуртия,1476,1098,16,0,17,29
11.04.2021,Калужская обл.,32989,30855,295,0,57,71
01.05.2020,Вологодская обл.,184,50,0,0,11,5
24.01.2021,Ингушетия,13661,11822,156,0,47,18
27.06.2020,Чукотский АО,138,125,1,0,2,2
18.05.2020,Алтай,78,34,0,0,3,0
09.08.2020,Карачаево-Черкессия,4539,3400,24,0,12,0
14.06.2021,Магаданская обл.,8531,8322,113,1,4,5
23.10.2020,Москва,386908,285271,6249,62,5478,2779
31.08.2020,Архангельская обл.,10825,9017,251,0,42,0
14.02.2021,Тульская обл.,31175,28711,1138,8,147,171
16.07.2021,Новгородская обл.,34146,32509,188,0,158,80
24.04.2020,Амурская обл.,28,5,0,0,3,0
18.06.2021,Чувашия,26629,24371,1490,4,51,49
13.09.2020,Марий Эл,4484,3987,45,0,19,6
16.07.2020,Московская обл.,61233,42372,1033,11,174,359
22.08.2021,Астраханская обл.,49706,38873,1336,10,289,114
24.10.2021,Пензенская обл.,77672,58818,3333,29,341,19
13.09.2020,Ростовская обл.,18870,15511,400,3,162,16
16.11.2020,Карелия,10341,5172,70,0,353,58
19.10.2020,Калининградская обл.,5732,3944,91,0,80,0
07.11.2021,Белгородская обл.,64924,55590,1345,5,340,30
06.12.2020,Орловская обл.,16978,14828,213,2,158,20
19.05.2020,Коми,1007,425,18,1,39,7
14.08.2021,Курганская обл.,27589,24693,545,5,133,74
30.09.2020,Адыгея,4080,3491,33,0,29,31
10.08.2021,Карачаево-Черкессия,22956,20876,353,5,55,26
05.11.2021,Ненецкий АО,2846,2690,65,0,17,3
20.08.2021,Омская обл.,69001,58102,1817,9,394,207
01.06.2020,Хакасия,985,564,10,0,21,1
13.08.2020,Бурятия,4507,3881,42,0,32,73
15.09.2021,Ленинградская обл.,65894,51145,2434,1,189,90
02.10.2021,Ульяновская обл.,83708,73484,2600,7,330,207
22.08.2020,Дагестан,10395,9261,482,4,61,42
04.04.2021,Самарская обл.,56533,53289,1135,9,200,211
30.05.2020,Кировская обл.,1629,950,15,2,78,60
26.09.2021,Томская обл.,43285,36353,563,2,86,61
02.04.2020,Ямало-Ненецкий АО,2,0,0,0,2,0
29.04.2021,Краснодарский край,45389,39930,2658,11,104,75
20.10.2021,Калининградская обл.,60545,53186,826,0,321,270
30.01.2021,Свердловская обл.,70120,62707,2020,16,359,379
03.06.2020,Крым,392,259,4,1,5,12
24.07.2021,Иркутская обл.,82657,71500,3507,32,406,193
28.10.2020,Нижегородская обл.,40382,33905,744,12,377,294
28.07.2021,Курская обл.,45879,43039,1074,6,191,139
30.06.2020,Севастополь,235,177,4,0,6,3
21.04.2021,Кемеровская обл.,34491,33463,650,0,66,54
29.12.2020,Калмыкия,14592,12268,200,0,99,192
12.05.2021,Кировская обл.,42859,40251,354,0,61,62
03.06.2021,Оренбургская обл.,44466,40892,994,5,66,94
05.11.2020,Красноярский край,27962,20651,707,7,312,289
28.07.2020,Псковская обл.,3633,2444,52,0,15,34
13.02.2021,Санкт-Петербург,352004,266161,10408,52,1130,2678
28.11.2020,Курганская обл.,8485,7655,119,0,104,44
25.04.2021,ХМАО – Югра,55751,54426,790,0,60,53
26.12.2020,Тверская обл.,21082,16446,444,3,239,421
06.06.2020,Тамбовская обл.,3371,1474,8,0,64,31
30.12.2020,Ленинградская обл.,23607,21223,242,0,228,217
14.05.2020,Челябинская обл.,1307,360,5,1,44,49
14.01.2021,Ульяновская обл.,39861,36594,487,1,245,478
27.08.2020,Пермский край,7638,5355,206,3,58,41
19.08.2020,Краснодарский край,10161,8556,148,3,86,68
20.04.2021,Еврейская АО,4464,4274,125,0,1,1
14.04.2020,Сахалинская обл.,11,6,0,0,0,0
11.08.2021,Мордовия,24634,21554,432,3,69,47
15.03.2020,Чечня,0,0,0,0,0,0
12.03.2020,ХМАО – Югра,0,0,0,0,0,0
18.10.2021,Свердловская обл.,148908,136154,7047,37,596,409
17.09.2020,Оренбургская обл.,11529,10465,82,0,101,115
20.07.2021,Красноярский край,85619,72947,4220,21,490,210
11.08.2020,Кемеровская обл.,4544,3200,19,0,109,83
12.07.2021,Нижегородская обл.,130423,119753,4539,26,522,391
20.03.2020,Ивановская обл.,1,0,0,0,0,0
26.06.2021,Хакасия,24534,23014,581,4,106,73
20.10.2021,Санкт-Петербург,673230,614229,23094,62,3274,3083
16.11.2021,Ингушетия,24973,23156,403,2,85,55
14.08.2021,Забайкальский край,60024,53314,1003,3,263,191
16.10.2020,Татарстан,7731,6652,87,5,39,73
20.07.2021,Тюменская обл.,43566,40847,902,6,262,248
05.07.2020,Липецкая обл.,3958,2561,18,0,35,0
09.06.2020,Чувашия,3646,1769,18,2,85,42
21.11.2021,Вологодская обл.,86584,76325,2456,11,404,346
22.08.2021,Башкортостан,54342,50080,987,12,295,82
04.03.2021,Саха (Якутия),32709,31308,517,0,40,45
30.03.2021,Московская обл.,231677,190173,5428,14,556,489
19.05.2021,Архангельская обл.,62988,60021,967,3,54,98
08.10.2020,Магаданская обл.,3254,2497,27,1,43,33
09.11.2020,Новгородская обл.,8266,5248,87,0,117,15
09.02.2021,Пензенская обл.,34645,27811,400,3,210,246
17.11.2021,Тыва,29778,25920,289,0,66,54
06.12.2020,Астраханская обл.,14639,10359,277,4,156,98
22.05.2021,Ростовская обл.,92525,82791,4334,17,197,179
01.10.2021,Рязанская обл.,42453,38805,1118,2,140,125
27.02.2021,Белгородская обл.,31356,28763,484,2,100,221
24.03.2020,Саха (Якутия),7,0,0,0,0,0
04.10.2021,Костромская обл.,34192,28186,793,4,136,16
22.06.2020,Ямало-Ненецкий АО,4271,1862,27,2,140,44
16.06.2021,Калмыкия,21106,20428,393,1,20,17
10.03.2021,Сахалинская обл.,21756,20764,35,1,4,36
26.07.2020,Псковская обл.,3582,2410,51,0,28,0
17.10.2021,Волгоградская обл.,98352,87362,3176,22,385,293
10.05.2021,Кировская обл.,42736,40129,354,0,63,59
30.07.2021,Курская обл.,46260,43319,1086,7,188,139
28.06.2020,Севастополь,228,174,4,1,5,1
11.11.2020,Кабардино-Балкария,11021,7935,166,3,84,42
14.12.2020,Хабаровский край,29282,23311,183,3,334,361
10.05.2021,Тамбовская обл.,31954,29452,493,2,37,21
26.07.2021,Иркутская обл.,83445,71722,3562,26,389,45
16.06.2021,Челябинская обл.,63209,59345,1721,3,89,111
16.03.2020,Карачаево-Черкессия,0,0,0,0,0,0
28.09.2021,Томская обл.,43466,36465,565,2,96,59
01.06.2020,Кировская обл.,1751,981,17,0,68,3
06.04.2021,Самарская обл.,56933,53688,1156,10,201,203
17.05.2021,Ставропольский край,53960,51086,1441,5,72,30
21.03.2021,Ивановская обл.,31901,30150,1008,4,67,29
22.09.2021,Адыгея,19250,17022,406,4,54,49
05.08.2021,Бурятия,53274,47568,1722,6,165,103
26.05.2020,Калининградская обл.,1294,556,21,3,50,22
07.11.2021,Ненецкий АО,2876,2695,65,0,14,5
18.08.2021,Омская обл.,68216,57691,1800,10,387,201
23.10.2021,Дагестан,54759,50637,2703,12,147,117
04.12.2020,Орловская обл.,16668,14535,208,3,151,357
30.08.2021,Саратовская обл.,80586,74636,2303,18,248,158
02.05.2021,Карелия,45800,43918,474,2,39,42
16.10.2021,Северная Осетия,24135,22123,661,0,85,49
01.10.2021,Москва,1637913,1492226,29044,64,3993,2189
18.11.2021,Ставропольский край,106669,81381,4772,45,522,468
23.10.2020,Вологодская обл.,6254,4628,61,0,92,75
10.11.2021,Марий Эл,23785,20316,700,1,128,34
04.01.2021,Чувашия,16805,15145,570,11,102,93
22.10.2021,Камчатский край,20618,15957,416,3,41,22
24.11.2020,Приморский край,20534,14856,218,5,232,151
16.02.2021,Тульская обл.,31461,29045,1153,7,141,164
26.04.2020,Амурская обл.,36,5,0,0,3,0
03.04.2021,Ярославская обл.,36363,34656,486,1,89,80
25.05.2020,Ростовская обл.,3727,1281,34,0,158,30
29.06.2020,Чукотский АО,138,125,1,0,0,0
14.08.2021,Удмуртия,42590,34931,1324,12,212,190
03.02.2021,Смоленская обл.,22903,20033,471,4,180,364
20.11.2021,Хакасия,48025,39320,1522,12,186,398
06.08.2021,Владимирская обл.,44455,41199,1487,6,201,159
23.07.2021,Мурманская обл.,59863,50584,1493,8,256,58
19.09.2021,Воронежская обл.,127502,107476,4339,22,492,206
25.03.2020,Московская обл.,41,2,0,0,6,0
13.04.2021,Калужская обл.,33108,30991,298,3,60,69
22.06.2021,Ингушетия,16019,15632,190,0,10,8
27.01.2021,Ставропольский край,41557,37336,910,7,232,212
31.12.2020,Новосибирская обл.,27885,23996,967,9,149,238
11.09.2020,Брянская обл.,8571,7027,35,0,38,35
11.06.2020,Архангельская обл.,3362,985,15,2,145,41
08.01.2021,Алтайский край,34565,31981,953,10,200,175
07.06.2021,Амурская обл.,22857,22232,293,0,19,20
16.05.2020,Адыгея,347,222,8,0,40,8
20.03.2021,Ивановская обл.,31834,30121,1004,3,62,27
21.09.2021,Алтай,21277,20284,347,2,21,37
21.04.2020,Калининградская обл.,144,41,1,0,6,6
14.09.2020,Хакасия,3806,3278,47,0,32,4
08.05.2021,Кировская обл.,42608,40008,354,1,65,63
24.07.2020,Псковская обл.,3534,2358,49,1,48,17
12.06.2020,Дагестан,6367,4688,309,0,95,26
24.07.2021,Курская обл.,45114,42540,1054,4,196,117
04.07.2020,Севастополь,239,187,5,1,3,2
28.07.2021,Иркутская обл.,84231,72147,3626,31,395,207
07.06.2021,Ставропольский край,55248,52318,1546,4,50,27
19.04.2021,Крым,39364,36534,1162,5,102,7
20.09.2021,Коми,67843,62816,1631,3,229,38
22.06.2020,Чечня,1619,1153,20,0,19,0
10.11.2020,Кабардино-Балкария,10937,7893,163,3,83,41
15.12.2020,Хабаровский край,29619,23808,186,3,337,497
16.10.2021,Волгоградская обл.,97967,87069,3154,24,381,339
30.09.2021,Томская обл.,43652,36598,565,0,92,68
11.03.2021,Сахалинская обл.,21766,20840,35,0,10,76
08.04.2021,Самарская обл.,57328,54103,1178,12,197,207
21.06.2020,Ямало-Ненецкий АО,4131,1818,25,0,165,27
26.05.2020,Кировская обл.,1370,804,8,0,47,14
26.10.2020,Мордовия,7924,6588,50,0,66,61
05.10.2021,Костромская обл.,34331,28369,796,3,139,183
17.06.2021,Челябинская обл.,63301,59454,1726,5,92,109
09.05.2021,Тамбовская обл.,31917,29431,491,2,36,100
09.11.2021,Ненецкий АО,2909,2702,65,0,15,5
24.08.2021,Омская обл.,70558,58989,1853,10,391,244
04.04.2021,Коми,41886,40648,813,2,65,54
07.04.2020,Удмуртия,9,3,0,0,4,0
10.12.2020,Орловская обл.,17639,15498,219,2,170,179
24.05.2020,Ростовская обл.,3569,1251,34,0,152,51
06.02.2021,Чечня,10955,10053,108,0,32,62
04.04.2021,Ярославская обл.,36450,34729,486,0,87,73
17.02.2021,Ставропольский край,46038,41578,1017,6,162,227
12.06.2020,Архангельская обл.,3474,1028,16,1,112,43
26.03.2020,Московская обл.,41,7,0,0,0,5
22.07.2021,Мурманская обл.,59607,50526,1485,9,263,84
18.09.2021,Воронежская обл.,127010,107270,4317,8,488,311
30.12.2020,Новосибирская обл.,27736,23758,958,8,153,225
05.08.2021,Владимирская обл.,44254,41040,1481,3,204,165
02.02.2021,Смоленская обл.,22723,19669,467,4,179,114
18.02.2021,Тульская обл.,31743,29352,1168,7,140,154
28.04.2020,Амурская обл.,41,10,0,0,1,5
23.04.2020,Москва,33940,2448,288,27,1959,181
03.04.2021,Алтай,16687,16319,192,1,2,18
17.10.2021,Северная Осетия,24220,22164,663,2,85,41
02.06.2020,Марий Эл,1854,1445,13,0,39,66
29.08.2021,Саратовская обл.,80338,74478,2285,20,244,203
01.07.2020,Чукотский АО,138,130,1,0,0,1
25.11.2020,Приморский край,20763,14985,222,4,229,129
15.04.2021,Калужская обл.,33227,31139,300,2,57,76
23.10.2021,Камчатский край,20660,15979,420,4,42,22
24.10.2020,Вологодская обл.,6349,4691,61,0,95,63
07.10.2021,Крым,82276,70264,2654,10,461,336
09.09.2020,Брянская обл.,8497,6954,35,0,32,31
25.05.2021,Татарстан,21298,18209,490,0,30,28
10.01.2021,Алтайский край,34962,32353,968,7,198,149
13.06.2021,Амурская обл.,23045,22389,296,0,41,36
13.02.2021,Адыгея,13502,11722,135,2,27,46
27.12.2020,Бурятия,24955,22317,571,4,198,227
19.04.2021,ХМАО – Югра,55370,54039,788,0,61,54
19.10.2021,Свердловская обл.,149502,136566,7086,39,594,412
20.12.2020,Тверская обл.,19668,14305,432,0,236,28
05.01.2021,Дагестан,24255,20920,1138,3,157,159
30.12.2020,Тыва,14725,13506,157,0,31,69
21.10.2021,Санкт-Петербург,676510,617216,23162,68,3280,2987
26.04.2021,Еврейская АО,4467,4282,127,0,0,1
25.08.2020,Пермский край,7523,5274,202,3,55,42
13.07.2021,Нижегородская обл.,130947,120143,4567,28,524,390
19.03.2020,Ивановская обл.,1,0,0,0,1,0
18.09.2020,Оренбургская обл.,11628,10569,82,0,99,104
21.07.2021,Красноярский край,86118,73138,4239,19,499,191
10.08.2020,Кемеровская обл.,4435,3117,19,0,94,79
13.01.2021,Ульяновская обл.,39616,36116,486,12,247,237
31.12.2020,Ленинградская обл.,23832,21509,254,12,225,286
15.05.2020,Челябинская обл.,1407,438,6,1,100,78
05.06.2020,Тамбовская обл.,3307,1443,8,0,65,38
29.11.2020,Курганская обл.,8591,7692,119,0,106,37
31.03.2020,Мордовия,3,0,0,0,0,0
15.04.2020,Сахалинская обл.,12,6,0,0,1,0
31.08.2020,Калмыкия,4269,2671,56,0,132,0
18.08.2020,Краснодарский край,10075,8488,145,2,84,52
31.10.2020,Удмуртия,8870,7325,170,4,125,260
07.12.2020,Астраханская обл.,14792,10463,280,3,153,104
08.02.2021,Пензенская обл.,34435,27565,397,0,211,198
08.11.2020,Новгородская обл.,8149,5233,87,0,113,12
10.09.2020,Ингушетия,4736,4075,77,0,34,8
20.05.2021,Архангельская обл.,63051,60123,970,3,63,102
07.10.2020,Магаданская обл.,3211,2464,26,0,39,32
31.03.2021,Московская обл.,232261,190628,5441,13,584,455
18.07.2021,Тюменская обл.,43046,40430,882,29,255,165
11.07.2020,Липецкая обл.,4158,2847,19,0,33,34
26.02.2021,Белгородская обл.,31256,28542,482,2,105,246
21.05.2021,Ростовская обл.,92328,82612,4317,15,199,166
20.08.2021,Башкортостан,53753,49727,964,12,293,588
06.03.2021,Саха (Якутия),32786,31400,521,3,38,37
20.02.2021,Москва,966232,882808,14689,58,1623,2041
27.01.2021,Марий Эл,10489,9154,151,1,44,42
16.10.2021,Чувашия,35582,31826,2512,11,122,18
13.08.2021,Забайкальский край,59761,53123,1000,3,252,209
30.07.2020,Тыва,6080,4010,55,0,32,103
22.11.2021,Вологодская обл.,86986,76690,2468,12,402,365
29.09.2021,Рязанская обл.,42175,38558,1113,3,135,119
19.07.2020,Карелия,1921,1107,3,0,39,0
30.03.2020,Саха (Якутия),15,0,0,0,0,0
07.09.2020,Брянская обл.,8437,6904,35,0,32,39
14.09.2020,Калининградская обл.,3775,2975,58,0,31,0
25.10.2021,Пензенская обл.,78010,58835,3361,28,338,17
21.08.2021,Астраханская обл.,49417,38759,1326,11,289,125
12.01.2021,Алтайский край,35357,32710,988,8,197,195
11.06.2021,Амурская обл.,22966,22324,295,0,35,30
15.07.2020,Московская обл.,61059,42013,1022,7,173,356
17.04.2021,Калужская обл.,33348,31300,300,0,58,82
17.07.2021,Новгородская обл.,34307,32588,191,3,161,79
01.03.2021,Татарстан,18029,14585,333,0,52,10
15.06.2021,Магаданская обл.,8535,8326,113,0,4,4
30.08.2020,Архангельская обл.,10783,9017,251,0,81,0
15.05.2021,Тыва,15882,15610,202,0,5,15
03.07.2020,Чукотский АО,139,131,1,0,1,1
08.11.2021,Белгородская обл.,65257,55619,1348,3,333,29
14.09.2020,Ростовская обл.,19030,15551,403,3,160,40
20.02.2021,Тульская обл.,32016,29641,1185,9,135,146
30.04.2020,Амурская обл.,56,10,1,1,10,0
19.07.2020,Карачаево-Черкессия,4212,2671,20,0,27,0
30.04.2020,Вологодская обл.,173,45,0,0,7,0
29.11.2020,Забайкальский край,18969,17132,311,4,270,133
08.12.2020,Орловская обл.,17305,15136,216,3,165,299
11.11.2021,Ненецкий АО,2945,2715,67,1,20,6
22.08.2021,Омская обл.,69780,58514,1832,6,389,199
29.01.2021,Свердловская обл.,69761,62328,2004,15,362,380
19.11.2021,Марий Эл,24929,20684,725,2,127,48
28.05.2020,Кировская обл.,1495,856,11,1,57,20
12.02.2021,Санкт-Петербург,350874,263483,10356,58,1134,3446
10.04.2021,Самарская обл.,57729,54525,1211,24,201,213
02.10.2021,Томская обл.,43842,36716,568,3,93,62
15.09.2021,Калининградская обл.,51534,47350,687,2,197,157
22.04.2021,Кемеровская обл.,34559,33507,652,2,68,44
02.06.2021,Оренбургская обл.,44400,40798,989,4,67,89
04.11.2020,Красноярский край,27650,20362,700,7,308,292
13.04.2021,Мордовия,19523,17526,222,1,35,38
27.10.2020,Нижегородская обл.,40005,33611,732,11,369,310
03.10.2021,Ульяновская обл.,84042,73688,2614,14,334,204
14.09.2021,Ленинградская обл.,65705,51055,2433,3,185,88
10.08.2021,Тыва,22814,18341,238,1,124,40
13.08.2021,Курганская обл.,27456,24619,540,5,131,72
30.07.2021,Иркутская обл.,85031,72578,3682,27,402,220
26.07.2021,Курская обл.,45498,42763,1063,3,191,124
02.07.2020,Севастополь,236,185,4,0,1,6
30.04.2021,Краснодарский край,45494,40025,2669,11,105,95
09.11.2021,Хакасия,45836,35761,1409,10,219,89
22.07.2020,Псковская обл.,3454,2299,46,0,17,52
03.04.2020,Ямало-Ненецкий АО,12,0,0,0,10,0
06.05.2021,Кировская обл.,42477,39878,353,1,65,71
20.07.2021,Карачаево-Черкессия,21753,20536,236,3,57,11
28.03.2020,Саха (Якутия),14,0,0,0,0,0
27.09.2021,Рязанская обл.,41908,38323,1100,9,130,112
20.12.2020,Крым,21406,16392,420,7,357,92
30.08.2021,Карелия,60784,57563,773,3,169,185
27.07.2020,Ярославская обл.,5877,5185,25,0,42,8
30.04.2020,Татарстан,823,83,1,0,71,5
03.06.2021,Москва,1189357,1070107,20294,57,2876,2682
06.09.2020,Чувашия,7953,6582,73,0,30,29
17.05.2020,Магаданская обл.,186,105,3,0,12,4
27.06.2021,Марий Эл,14196,13643,285,3,35,31
15.10.2021,Смоленская обл.,53730,46096,1822,2,347,105
25.08.2020,Алтай,2020,1716,8,0,6,18
12.01.2021,Воронежская обл.,50888,45268,1284,8,391,131
15.09.2021,Новосибирская обл.,61029,49101,2815,10,172,118
03.11.2020,Мурманская обл.,20482,16238,309,6,216,144
21.11.2020,Владимирская обл.,12053,9477,287,3,128,178
31.01.2021,Северная Осетия,14446,12898,118,0,65,60
18.08.2021,Башкортостан,53169,48753,941,12,290,448
08.03.2021,Саха (Якутия),32863,31501,524,2,38,28
15.12.2020,Саратовская обл.,31030,26295,322,6,265,229
09.07.2020,Липецкая обл.,4093,2772,19,0,33,53
16.07.2021,Тюменская обл.,42538,40099,837,22,249,169
01.08.2021,Приморский край,54821,48378,924,5,255,278
16.04.2021,Удмуртия,31869,28480,783,1,68,78
10.02.2021,Камчатский край,12801,11398,91,5,48,56
05.11.2021,Ингушетия,24065,22401,381,3,79,63
19.07.2021,Чечня,14449,12680,249,9,131,25
30.06.2021,Вологодская обл.,47997,44147,1163,3,135,21
24.08.2020,Коми,6370,5243,79,0,40,0
28.05.2020,Оренбургская обл.,1772,1139,6,0,54,42
10.07.2020,Ивановская обл.,5371,3350,55,2,67,19
13.03.2020,Еврейская АО,0,0,0,0,0,0
14.10.2021,Калмыкия,31277,29654,632,2,58,54
06.06.2021,Чечня,12356,12090,138,2,11,11
05.12.2020,Коми,22791,18677,396,8,293,411
01.02.2021,Волгоградская обл.,43589,41596,614,6,237,225
23.08.2020,Пермский край,7409,5205,198,1,60,31
10.09.2020,Крым,2943,1967,36,1,52,20
31.07.2021,Кабардино-Балкария,27004,24923,600,5,87,123
24.04.2021,Еврейская АО,4467,4281,126,1,0,2
29.08.2021,Хабаровский край,74565,68390,687,4,314,318
27.01.2021,Костромская обл.,16828,13526,284,8,38,122
03.07.2020,Сахалинская обл.,885,348,0,0,32,9
07.03.2021,Ямало-Ненецкий АО,37356,35545,403,0,35,57
09.05.2021,Адыгея,14499,13957,180,0,9,7
22.12.2020,Тверская обл.,20135,14739,435,3,233,332
22.03.2021,Бурятия,35485,33639,761,4,66,13
04.12.2020,Алтай,11604,10544,34,3,103,274
21.04.2021,ХМАО – Югра,55490,54165,789,0,61,63
25.08.2020,Тамбовская обл.,6610,5604,44,0,23,15
09.06.2021,Дагестан,34073,31523,1498,3,50,39
05.10.2020,Челябинская обл.,16093,11927,138,3,86,42
16.06.2020,Еврейская АО,378,278,4,0,4,0
21.06.2021,Ивановская обл.,37550,35438,1265,4,67,36
03.08.2021,Хакасия,30821,26464,771,1,176,60
13.06.2020,ХМАО – Югра,4340,1804,26,2,183,147
27.05.2021,Еврейская АО,4491,4314,142,0,2,2
23.07.2020,Пермский край,5283,4090,123,10,72,17
24.03.2021,Челябинская обл.,54456,49234,1177,8,137,211
28.04.2021,Тамбовская обл.,31428,28882,469,2,54,99
17.05.2021,Мордовия,20557,18384,261,1,29,16
11.01.2021,Хабаровский край,38579,33857,204,0,299,309
22.01.2021,Тверская обл.,27239,22874,499,4,217,326
11.02.2021,Кабардино-Балкария,19705,18379,352,3,82,77
02.08.2021,Волгоградская обл.,71886,63953,1845,14,321,201
02.09.2021,Ставропольский край,75943,62525,2371,22,357,232
26.06.2021,Сахалинская обл.,24256,23306,62,1,68,42
24.10.2020,Ямало-Ненецкий АО,19288,14071,119,0,178,65
22.05.2021,ХМАО – Югра,57046,55821,796,0,51,52
13.08.2021,Костромская обл.,28949,23839,644,6,135,61
27.08.2021,Рязанская обл.,38448,35040,922,3,118,87
08.05.2020,Московская обл.,18350,813,175,19,918,44
30.04.2020,Саха (Якутия),207,27,3,1,24,2
31.10.2021,Мурманская обл.,78976,59537,2324,9,282,215
30.08.2021,Воронежская обл.,118098,102668,3974,18,462,179
27.12.2020,Новосибирская обл.,27272,23224,933,8,157,93
13.10.2021,Владимирская обл.,57356,51398,2063,6,269,109
19.11.2020,Смоленская обл.,10917,7719,262,3,124,202
02.06.2021,Ярославская обл.,41216,39230,616,2,80,71
14.11.2021,Бурятия,65767,58631,2063,5,219,207
31.07.2020,Ставропольский край,8223,5482,156,2,114,105
19.11.2020,Татарстан,9489,8318,124,1,61,44
20.09.2021,Башкортостан,63200,55032,1423,17,320,110
31.01.2021,Приморский край,36338,27725,525,5,211,184
11.06.2021,Саха (Якутия),39579,35764,707,3,99,352
30.07.2021,Камчатский край,16725,14483,242,0,55,13
16.10.2020,Липецкая обл.,6924,5872,56,1,67,47
21.06.2020,Вологодская обл.,1428,997,16,0,20,31
01.08.2021,Северная Осетия,18821,17227,265,0,63,26
23.10.2021,Тюменская обл.,68129,57485,2243,12,321,123
19.09.2021,Саратовская обл.,85538,78201,2701,20,279,95
22.11.2021,Крым,114716,102389,3418,20,814,811
28.07.2021,Санкт-Петербург,522970,497738,19040,68,1918,1972
06.08.2021,Ненецкий АО,1646,1590,17,2,14,1
24.09.2021,Омская обл.,82281,66626,2135,3,368,359
11.05.2020,Ивановская обл.,843,180,11,1,85,3
05.11.2021,Нижегородская обл.,195216,173635,7916,40,792,332
27.07.2020,Оренбургская обл.,6485,4798,41,0,111,23
28.10.2021,Красноярский край,129225,113942,6475,30,647,545
31.08.2020,Кемеровская обл.,6437,4396,44,0,92,22
09.05.2021,Самарская обл.,62579,59747,1615,15,94,81
07.03.2021,Дагестан,30069,27814,1360,2,40,46
24.06.2021,Бурятия,42435,39973,1094,23,258,112
03.08.2021,Свердловская обл.,108987,101201,4423,21,519,453
05.04.2021,Адыгея,14152,13517,167,2,12,37
30.08.2021,Томская обл.,40690,34799,541,0,101,45
18.04.2020,Сахалинская обл.,19,6,0,0,0,0
23.08.2020,Краснодарский край,10507,8851,160,3,85,93
02.11.2021,Иркутская обл.,122709,105982,5433,25,484,169
12.07.2021,Калмыкия,22661,21016,431,3,99,21
05.04.2021,Кировская обл.,40184,36653,329,1,84,99
09.12.2020,Ульяновская обл.,30017,26702,395,0,284,311
24.08.2020,Псковская обл.,4434,3169,61,0,50,0
26.12.2020,Ленинградская обл.,22683,20502,227,0,230,215
02.06.2020,Самарская обл.,2724,1072,22,2,76,12
15.03.2020,Челябинская обл.,0,0,0,0,0,0
07.10.2020,Севастополь,1191,744,33,1,27,26
22.11.2021,Ямало-Ненецкий АО,57370,52057,831,3,140,57
29.10.2021,Курская обл.,65493,56755,1596,6,341,174
27.01.2021,Курганская обл.,14852,13063,204,0,100,92
28.05.2020,Ярославская обл.,2892,653,13,0,84,37
08.03.2021,Амурская обл.,21289,19853,190,2,30,49
08.12.2020,Алтайский край,27910,25740,635,6,219,350
09.08.2020,Брянская обл.,7622,6265,35,0,32,24
26.10.2020,Белгородская обл.,11046,9545,61,0,99,8
16.04.2021,Ростовская обл.,84677,75902,3868,16,242,206
18.05.2021,Калужская обл.,35025,33303,327,3,54,65
19.01.2021,Астраханская обл.,22328,14194,463,2,188,83
07.08.2021,Ингушетия,18035,16513,230,2,61,26
06.10.2020,Чукотский АО,201,185,2,0,0,1
17.11.2020,Пензенская обл.,18092,13405,219,1,166,105
17.02.2021,Новгородская обл.,26185,22614,113,0,109,106
21.04.2021,Архангельская обл.,61332,57431,912,2,74,115
08.07.2020,Магаданская обл.,951,550,4,0,4,16
16.05.2021,Удмуртия,33435,30322,903,4,46,49
06.06.2021,Московская обл.,275797,226784,6208,10,773,679
23.03.2020,Татарстан,6,0,0,0,0,0
15.11.2020,Тульская обл.,14330,12073,451,2,135,97
29.09.2021,Карелия,65441,62509,861,3,189,197
28.03.2020,Амурская обл.,0,0,0,0,0,0
24.05.2020,Калужская обл.,3246,884,26,3,123,30
05.10.2021,Забайкальский край,69885,60588,1186,5,193,139
21.03.2021,Марий Эл,12319,11399,194,0,23,42
12.01.2021,Орловская обл.,23453,20689,295,3,178,113
30.07.2020,Чувашия,6694,3680,51,0,41,33
30.04.2021,Москва,1092811,991419,18315,57,2662,2008
14.07.2021,Белгородская обл.,42237,39924,807,5,124,109
21.10.2021,Тюменская обл.,67488,57231,2214,15,318,148
16.03.2020,Москва,53,1,0,0,18,0
31.07.2020,Ростовская обл.,12941,10382,225,6,133,97
